model_id,family,version,local_or_api,category,tasks_supported,languages,streaming_support,realtime_latency_target_ms,base_weights,runtime,quantization,hardware_reqs,context_or_max_audio,benchmarks,license,pricing,docs_url,community_signal,integration_complexity,known_failure_modes,ideal_use_cases,avoid_when,notes,implementation_priority,maturity_level,latency_class,cost_class,packaging_targets,eval_suites,evidence_links,last_reviewed_utc,consent_risk,maintenance_risk
whisper-medium.en-transformers-hf-fp16,Whisper,medium.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-medium.en,transformers (HF),fp16,CPU or GPU; best with GPU for batch,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-medium.en-faster-whisper-ctranslate2-fp16,Whisper,medium.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-medium.en,faster-whisper (CTranslate2),fp16,CPU ok; GPU recommended for high throughput; int8 works well on CPU,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-medium.en-faster-whisper-ctranslate2-int8,Whisper,medium.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-medium.en,faster-whisper (CTranslate2),int8,CPU ok; GPU recommended for high throughput; int8 works well on CPU,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-medium.en-faster-whisper-ctranslate2-int4,Whisper,medium.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-medium.en,faster-whisper (CTranslate2),int4,CPU ok; GPU recommended for high throughput; int8 works well on CPU,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-medium.en-whisper-cpp-fp16,Whisper,medium.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-medium.en,whisper.cpp,fp16,CPU; Apple Silicon Metal acceleration available; very small footprint with int4/int8,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-medium.en-whisper-cpp-int8,Whisper,medium.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-medium.en,whisper.cpp,int8,CPU; Apple Silicon Metal acceleration available; very small footprint with int4/int8,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-medium.en-whisper-cpp-int4,Whisper,medium.en,Local,ASR,"ASR (English-only), transcription",English,Chunked streaming; near real-time possible with small chunks,,whisper-medium.en,whisper.cpp,int4,CPU; Apple Silicon Metal acceleration available; very small footprint with int4/int8,Chunked processing; 30s windows typical; can run longer with segmentation.,See runtime docs; English-only variants can be faster at similar size,See model and runtime repos (OpenAI released Whisper weights; code license varies by implementation),,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",English transcription with lower compute than multilingual models,Any non-English content,English-only checkpoints.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisperx-on-whisper-tiny,WhisperX,latest,Local,ASR+Alignment+Diarization,Transcription + timestamps (and diarization where applicable),Depends on underlying Whisper checkpoint,Usually batch or chunked; diarization may be batch-oriented,,whisper-tiny,WhisperX pipeline,depends on underlying runtime,Depends on underlying Whisper runtime plus extra alignment/diarization components,Often better on longer audio; alignment adds compute,Varies; alignment and diarization can dominate runtime,See fork repo; underlying components have their own licenses,,https://github.com/m-bain/whisperX,high,high,Diarization errors on overlapping speech; word timestamps can drift; GPU memory spikes on long files,"Subtitle generation, word-level search, speaker-attributed transcripts",Ultra low latency live captions without heavy optimization,Adds word-level timestamps and diarization glue; depends on diarization backend,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisperx-on-whisper-base,WhisperX,latest,Local,ASR+Alignment+Diarization,Transcription + timestamps (and diarization where applicable),Depends on underlying Whisper checkpoint,Usually batch or chunked; diarization may be batch-oriented,,whisper-base,WhisperX pipeline,depends on underlying runtime,Depends on underlying Whisper runtime plus extra alignment/diarization components,Often better on longer audio; alignment adds compute,Varies; alignment and diarization can dominate runtime,See fork repo; underlying components have their own licenses,,https://github.com/m-bain/whisperX,high,high,Diarization errors on overlapping speech; word timestamps can drift; GPU memory spikes on long files,"Subtitle generation, word-level search, speaker-attributed transcripts",Ultra low latency live captions without heavy optimization,Adds word-level timestamps and diarization glue; depends on diarization backend,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisperx-on-whisper-small,WhisperX,latest,Local,ASR+Alignment+Diarization,Transcription + timestamps (and diarization where applicable),Depends on underlying Whisper checkpoint,Usually batch or chunked; diarization may be batch-oriented,,whisper-small,WhisperX pipeline,depends on underlying runtime,Depends on underlying Whisper runtime plus extra alignment/diarization components,Often better on longer audio; alignment adds compute,Varies; alignment and diarization can dominate runtime,See fork repo; underlying components have their own licenses,,https://github.com/m-bain/whisperX,high,high,Diarization errors on overlapping speech; word timestamps can drift; GPU memory spikes on long files,"Subtitle generation, word-level search, speaker-attributed transcripts",Ultra low latency live captions without heavy optimization,Adds word-level timestamps and diarization glue; depends on diarization backend,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisperx-on-whisper-medium,WhisperX,latest,Local,ASR+Alignment+Diarization,Transcription + timestamps (and diarization where applicable),Depends on underlying Whisper checkpoint,Usually batch or chunked; diarization may be batch-oriented,,whisper-medium,WhisperX pipeline,depends on underlying runtime,Depends on underlying Whisper runtime plus extra alignment/diarization components,Often better on longer audio; alignment adds compute,Varies; alignment and diarization can dominate runtime,See fork repo; underlying components have their own licenses,,https://github.com/m-bain/whisperX,high,high,Diarization errors on overlapping speech; word timestamps can drift; GPU memory spikes on long files,"Subtitle generation, word-level search, speaker-attributed transcripts",Ultra low latency live captions without heavy optimization,Adds word-level timestamps and diarization glue; depends on diarization backend,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
